,image_path,filename,class,group,tag,split,augmented,is_original,ref
64,Strawberry___healthy/,8fc17609-45eb-4a9e-9b71-7a7407936c5f___RS_HL 4394.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,79
65,Strawberry___healthy/,7cec5131-85c7-498f-87e3-63e4fa847094___RS_HL 1834.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,80
66,Strawberry___healthy/,13c61e01-c2ee-4ab2-9621-22c6d7d4cdf1___RS_HL 4837.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,81
67,Strawberry___healthy/,da4dcda4-9c5e-43e5-a19d-f13b53be68fc___RS_HL 2130.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,83
68,Strawberry___healthy/,fdc2ad6e-3ed2-46be-b862-2475be5cc19a___RS_HL 4570.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,84
69,Strawberry___healthy/,65ce255d-cc5b-43e3-b44a-5b65b8230e07___RS_HL 1784.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,85
70,Strawberry___healthy/,ab5ba6b4-ed4e-4dae-a497-1bc4f3688313___RS_HL 2177.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,87
71,Strawberry___healthy/,2dd9d66d-56e4-4c31-a782-502526621455___RS_HL 2010.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,89
72,Strawberry___healthy/,85726470-e247-4d82-89d1-f6adad570519___RS_HL 2150.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,90
73,Strawberry___healthy/,577164f8-3653-4347-a51e-ac0f67ef5a43___RS_HL 2158.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,91
74,Strawberry___healthy/,bc26adda-8cdb-43cc-8485-4b2088e233ea___RS_HL 4866.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,92
75,Strawberry___healthy/,75779559-3218-4930-9687-f2c0e71667c9___RS_HL 2091.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,93
76,Strawberry___healthy/,d6a987db-813b-4cbf-b0a6-d1ecdbaf06a1___RS_HL 1875.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,95
77,Strawberry___healthy/,bf156be7-0764-4fdf-822a-568a93501825___RS_HL 1886.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,96
78,Strawberry___healthy/,f076aa8c-cacf-48b0-8a0f-764e7498407d___RS_HL 4826.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,97
79,Strawberry___healthy/,f34a22a5-fa67-436d-872e-bdff52296a9b___RS_HL 2148.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,98
80,Strawberry___healthy/,958d4cb9-4f30-4418-80f6-124d221fb3c1___RS_HL 1764.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,100
81,Strawberry___healthy/,6a575843-9563-4d8d-a54a-0512c08ed6e3___RS_HL 4398.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,101
82,Strawberry___healthy/,1171891a-bfa5-461f-803c-590f622b0f1c___RS_HL 4382.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,102
83,Strawberry___healthy/,2df352eb-8c72-4a03-9cd6-b94e38e41bb3___RS_HL 1967.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,103
84,Strawberry___healthy/,dc5b5a9e-c144-49d7-99ca-b53a818f83d8___RS_HL 4744.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,104
85,Strawberry___healthy/,6829e297-83c4-4032-9fb2-34baf6bb64e7___RS_HL 4576.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,105
86,Strawberry___healthy/,caa95a07-527a-4ceb-923a-40c717c872b8___RS_HL 1916.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,106
87,Strawberry___healthy/,a6badbd1-59ff-4476-8b56-e2a61e993918___RS_HL 4603.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,107
88,Strawberry___healthy/,02808b3e-ae88-4259-9b2c-f9096db336e4___RS_HL 1827.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,108
89,Strawberry___healthy/,741e834f-a63a-4efd-b961-d5f7e047abdc___RS_HL 2085.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,109
90,Strawberry___healthy/,bf2896d7-8289-4198-ae01-c8870ccda768___RS_HL 2204.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,110
91,Strawberry___healthy/,c051460a-5c1c-4a9e-8921-0150225545fa___RS_HL 4849.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,112
92,Strawberry___healthy/,550c54e7-c80e-4225-8060-b20af93458ff___RS_HL 1640.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,113
93,Strawberry___healthy/,243609c1-0a35-4474-8f7c-02dc34044735___RS_HL 1663.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,114
94,Strawberry___healthy/,878d53af-ce12-4389-948e-6a75a3654f4a___RS_HL 4578.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,115
95,Strawberry___healthy/,273a7a9e-18be-4b6a-976a-fa5ffd69b731___RS_HL 4366.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,116
96,Strawberry___healthy/,343c0bf7-2f84-47e0-8229-e46cadee8040___RS_HL 2200.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,117
97,Strawberry___healthy/,400f7591-91a9-4835-ab0d-d5c0fc210a54___RS_HL 1776.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,118
98,Strawberry___healthy/,99140b91-93f1-4ccf-9761-e0370717baf6___RS_HL 4552.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,119
99,Strawberry___healthy/,cc31bcec-0229-4fe2-9a1f-7dbb10d70a1d___RS_HL 1620.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,120
100,Strawberry___healthy/,b6c7ab0a-7c78-4c75-aa71-878972b5a4b4___RS_HL 4569.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,121
101,Strawberry___healthy/,70c3ebc3-9917-4ed7-920b-e83719e6c414___RS_HL 1926.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,122
102,Strawberry___healthy/,c0cd3f14-d2b4-43b5-a81d-0dc60767e52b___RS_HL 4539.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,124
103,Strawberry___healthy/,6419aea0-0a20-4ec6-bda4-5fcdda4eadd8___RS_HL 1930.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,125
104,Strawberry___healthy/,78debbd4-43b4-437d-8fd8-86910b947d34___RS_HL 4459.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,126
105,Strawberry___healthy/,b7006ce4-c162-4b5c-bd74-78ea0a63a558___RS_HL 1939.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,127
106,Strawberry___healthy/,411e3372-e40e-44ed-aa47-972afabd15f7___RS_HL 2225.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,128
107,Strawberry___healthy/,4f288160-7226-425e-afe7-826fb19af650___RS_HL 2043.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,129
108,Strawberry___healthy/,dc05a60e-5939-4e59-bfee-890db52986cc___RS_HL 2014.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,130
109,Strawberry___healthy/,d3ff051d-c299-4df2-b3fd-ba515c062385___RS_HL 1769.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,131
110,Strawberry___healthy/,e54205fc-ef01-4553-8305-0067ebf3bdc5___RS_HL 1839.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,132
111,Strawberry___healthy/,83361629-2e1b-425f-ab08-bb9a5e997985___RS_HL 1849.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,133
112,Strawberry___healthy/,e5c27a76-cadf-4595-927f-c9a097a06587___RS_HL 1950.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,134
113,Strawberry___healthy/,975a4f22-0c55-4d2a-a4a2-e8686acc9897___RS_HL 1799.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,135
114,Strawberry___healthy/,1245a96d-9a84-402d-9dde-da8c88bf7d74___RS_HL 4474.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,136
115,Strawberry___healthy/,bf79e7f8-5b1e-4acd-b4aa-7c023fb284e1___RS_HL 4699.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,137
116,Strawberry___healthy/,8dc1f163-cf56-4951-a9e3-768b383cc5fd___RS_HL 4762.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,138
117,Strawberry___healthy/,bc67ea12-4c8f-443f-a815-87eeeb2e78b3___RS_HL 4476.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,139
118,Strawberry___healthy/,65880698-1582-43e9-86c4-3dfcea34ee8d___RS_HL 1654.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,140
119,Strawberry___healthy/,ce36f5b8-cffb-49d5-9cf1-e8505de98fc6___RS_HL 1649.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,142
120,Strawberry___healthy/,fc6a2771-b6f9-4e50-bb37-bbe38792a6cf___RS_HL 1787.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,144
121,Strawberry___healthy/,562ea8c6-b573-4f3a-913f-7b621c77d312___RS_HL 2198.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,145
122,Strawberry___healthy/,da93ba82-4070-4373-b818-a6fea8c91351___RS_HL 4724.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,146
123,Strawberry___healthy/,19a8e3cb-c287-4871-9cb3-23e17fd5bf27___RS_HL 2160.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,150
124,Strawberry___healthy/,15bd3182-f1d2-4d75-b54e-9aca616cec66___RS_HL 2077.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,151
125,Strawberry___healthy/,64531481-3721-4073-879e-d1db62204a2f___RS_HL 1932.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,152
126,Strawberry___healthy/,0b444634-b557-45f4-a68a-8e9e38cd6683___RS_HL 2184.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,153
127,Strawberry___healthy/,20dab82c-afc9-4e70-9334-b9245de1f537___RS_HL 2139.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,154
128,Strawberry___healthy/,93e51b7e-3a41-40e3-9790-c5eeb86a4d61___RS_HL 4706.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,155
129,Strawberry___healthy/,1cb7b773-be85-4c1e-88b7-9a598089ebb0___RS_HL 1805.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,157
130,Strawberry___healthy/,59f517ea-070a-4d91-97bb-936c620bbeb5___RS_HL 4583.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,158
131,Strawberry___healthy/,14b39aa2-a081-45a5-ba2d-79d21f9b29a1___RS_HL 1972.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,159
132,Strawberry___healthy/,50eb9d31-53f5-4040-b83f-681da8a8f621___RS_HL 1815.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,160
133,Strawberry___healthy/,57487bb3-ceeb-4455-a35b-2a9c53b26feb___RS_HL 1774.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,161
134,Strawberry___healthy/,c15bc656-8360-40c4-8e2b-3b5524a93e3a___RS_HL 1981.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,162
135,Strawberry___healthy/,9a894681-b411-4940-b60e-54ea17cde765___RS_HL 4496.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,163
136,Strawberry___healthy/,6b9a9dd2-74ed-4955-9ef5-68c0a5df09b2___RS_HL 2178.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,164
137,Strawberry___healthy/,95330a25-8603-4af7-8be9-0d8f7a7241a0___RS_HL 1643.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,165
138,Strawberry___healthy/,a950850a-d4ac-4b69-ac73-60633aae3255___RS_HL 4683.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,166
139,Strawberry___healthy/,b286b552-0eb4-437b-8837-ffc5b9e153be___RS_HL 4557.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,167
140,Strawberry___healthy/,98cd6b17-6eed-454c-9fa4-1fdd22370d99___RS_HL 4589.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,168
141,Strawberry___healthy/,426c35b4-2c26-4532-b10a-a21b0e17f355___RS_HL 2063.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,169
142,Strawberry___healthy/,fc93155b-55bc-4cab-8807-e5cc6f896384___RS_HL 2082.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,170
143,Strawberry___healthy/,02ecedef-e743-4909-a000-bff6ff373b6c___RS_HL 2222.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,172
144,Strawberry___healthy/,6c4bdcf6-fb2d-4c79-b389-ca44be997a98___RS_HL 2220.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,174
145,Strawberry___healthy/,9e5aab8b-acca-4647-9dba-e4c8c7f13ad7___RS_HL 4682.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,175
146,Strawberry___healthy/,a164ad90-be59-4ed8-948e-4b734e926490___RS_HL 4645.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,176
147,Strawberry___healthy/,74a16208-9fdf-4fc9-bc45-c400f8ca748f___RS_HL 1861.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,177
148,Strawberry___healthy/,64939151-e6df-4236-8ba4-51ac9bcd7795___RS_HL 1811.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,178
149,Strawberry___healthy/,f6f867d3-5dee-40fc-a43a-40095a780df8___RS_HL 1858.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,179
150,Strawberry___healthy/,e53150b0-d1a7-4af6-8058-f3f0326d80f4___RS_HL 1633.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,180
151,Strawberry___healthy/,0400adad-86e7-4e42-9141-acc0f226e2e7___RS_HL 2111.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,181
152,Strawberry___healthy/,d3da328c-a91f-4fcc-93fb-2c58baacdeeb___RS_HL 1741.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,182
153,Strawberry___healthy/,83f32f06-ec1e-4dac-b3dc-b51f15133fb5___RS_HL 1980.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,183
154,Strawberry___healthy/,961cb53b-3ad0-4b8c-9de3-3bfec73ea444___RS_HL 4340.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,184
155,Strawberry___healthy/,cc16d1b1-818c-4a83-a045-5027af514a89___RS_HL 4715.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,185
156,Strawberry___healthy/,e3a17b75-038a-440e-8a05-ec81625091e7___RS_HL 4674.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,186
157,Strawberry___healthy/,734ec913-c493-4d86-bf32-d52f6e063218___RS_HL 4859.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,189
158,Strawberry___healthy/,43c3ba78-39d0-49e8-92f1-34b747f9d1ef___RS_HL 4411.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,190
159,Strawberry___healthy/,307ea50d-38f5-4cd5-bfe5-cddc1ad40850___RS_HL 4352.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,192
160,Strawberry___healthy/,bc365494-4c30-4a7e-8ecc-0e9876ce313f___RS_HL 4716.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,193
161,Strawberry___healthy/,2ac2f01a-2009-4d77-ae77-e3925f513fe0___RS_HL 4443.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,194
162,Strawberry___healthy/,4d24a8c7-2a7a-4598-a673-e6c1e856dc23___RS_HL 4469.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,195
163,Strawberry___healthy/,ee80b097-e9de-45ef-8c65-69b03a67c809___RS_HL 2152.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,196
164,Strawberry___healthy/,288fa688-aee7-445a-9a90-427969c7fdb4___RS_HL 4456.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,197
165,Strawberry___healthy/,0d9c97af-4a3e-41f5-9c42-534898ea1688___RS_HL 4375.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,198
166,Strawberry___healthy/,fd929b1c-3f0d-4d0e-96f2-2f99bcb186d9___RS_HL 4728.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,199
167,Strawberry___healthy/,7e0587c2-c806-4e7c-a3d6-53b810de904d___RS_HL 4748.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,200
168,Strawberry___healthy/,6e3bbd66-5fb8-4cef-a84f-ac093bb96b1f___RS_HL 4856.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,201
169,Strawberry___healthy/,ed89a94c-9730-4607-8ad4-c23ffb0a8ffb___RS_HL 4532.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,204
170,Strawberry___healthy/,60856065-b1f0-45bb-aa6f-e2d569990834___RS_HL 4355.JPG,Strawberry___healthy,Strawberry,healthy,train,True,True,205
171,Strawberry___healthy/,5455791a-eeab-4665-841c-a38e68058b54___RS_HL 2135.JPG,Strawberry___healthy,Strawberry,healthy,train,False,True,207
